time,wavelength,flux,flux_err
59045.28000,3.1,1.107469,0.0100
59045.28000,3.2,1.096380,0.0100
59045.28000,3.3,1.093001,0.0100
59045.28000,3.4,1.108719,0.0100
59045.28000,3.5,1.091185,0.0100
59045.28000,3.6,1.084144,0.0100
59045.28000,3.7,1.082662,0.0100
59045.28000,3.8,1.104289,0.0100
59045.28000,3.9,1.085424,0.0100
59045.28000,4.0,1.115777,0.0100
59045.28000,4.1,1.077409,0.0100
59045.28000,4.2,1.115193,0.0100
59045.28000,4.3,1.100339,0.0100
59045.28000,4.4,1.097262,0.0100
59045.28000,4.5,1.092780,0.0100
59045.28000,4.6,1.102220,0.0100
59045.28000,4.7,1.097852,0.0100
59045.28000,4.8,1.109262,0.0100
59045.28000,4.9,1.099371,0.0100
59045.28000,5.0,1.099732,0.0100
59045.28000,5.1,1.094593,0.0100
59045.28000,5.2,1.097659,0.0100
59045.28000,5.3,1.101307,0.0100
59045.28000,5.4,1.081127,0.0100
59045.28000,5.5,1.084747,0.0100
59045.28000,5.6,1.105661,0.0100
59045.28000,5.7,1.099937,0.0100
59045.28000,5.8,1.096389,0.0100
59045.28000,5.9,1.098413,0.0100
59045.28000,6.0,1.101705,0.0100
59045.28000,6.1,1.092831,0.0100
59045.28000,6.2,1.090446,0.0100
59045.28000,6.3,1.100187,0.0100
59045.28000,6.4,1.088445,0.0100
59045.28000,6.5,1.102311,0.0100
59045.28000,6.6,1.081203,0.0100
59045.28000,6.7,1.108520,0.0100
59045.28000,6.8,1.102955,0.0100
59045.28000,6.9,1.100789,0.0100
59045.28000,7.0,1.108056,0.0100
59045.28000,7.1,1.114883,0.0100
59045.28000,7.2,1.108372,0.0100
59045.28000,7.3,1.079820,0.0100
59045.28000,7.4,1.085433,0.0100
59045.28000,7.5,1.091981,0.0100
59045.28000,7.6,1.098490,0.0100
59045.28000,7.7,1.103405,0.0100
59045.28000,7.8,1.090971,0.0100
59045.28000,7.9,1.100096,0.0100
59045.28000,8.0,1.090675,0.0100
59045.28000,8.1,1.092114,0.0100
59045.28000,8.2,1.084162,0.0100
59045.28000,8.3,1.088996,0.0100
59045.28000,8.4,1.084712,0.0100
59045.28000,8.5,1.088470,0.0100
59045.28000,8.6,1.108765,0.0100
59045.28000,8.7,1.088735,0.0100
59045.28000,8.8,1.124553,0.0100
59045.28000,8.9,1.103162,0.0100
59045.28000,9.0,1.100077,0.0100
59045.28000,9.1,1.089645,0.0100
59045.28000,9.2,1.105232,0.0100
59045.28000,9.3,1.092472,0.0100
59045.28000,9.4,1.099449,0.0100
59045.28000,9.5,1.123830,0.0100
59045.28000,9.6,1.097268,0.0100
59045.28000,9.7,1.109721,0.0100
59045.28000,9.8,1.091197,0.0100
59045.28000,9.9,1.097879,0.0100
59045.28000,10.0,1.115937,0.0100
59045.32000,0.5,1.084213,0.0100
59045.32000,0.6,1.108607,0.0100
59045.32000,0.7,1.097560,0.0100
59045.32000,0.8,1.084858,0.0100
59045.32000,0.9,1.096807,0.0100
59045.32000,1.0,1.100208,0.0100
59045.32000,1.1,1.096701,0.0100
59045.32000,1.2,1.074780,0.0100
59045.32000,1.3,1.083211,0.0100
59045.32000,1.4,1.088008,0.0100
59045.32000,1.5,1.089738,0.0100
59045.32000,1.6,1.096689,0.0100
59045.32000,1.7,1.092260,0.0100
59045.32000,1.8,1.077129,0.0100
59045.32000,1.9,1.094285,0.0100
59045.32000,2.0,1.096589,0.0100
59045.32000,2.1,1.096081,0.0100
59045.32000,2.2,1.101291,0.0100
59045.32000,2.3,1.098822,0.0100
59045.32000,2.4,1.095075,0.0100
59045.32000,2.5,1.089781,0.0100
59045.32000,2.6,1.073873,0.0100
59045.32000,2.7,1.094779,0.0100
59045.32000,2.8,1.092560,0.0100
59045.32000,2.9,1.093198,0.0100
59045.32000,3.0,1.077715,0.0100
59045.32000,3.1,1.079672,0.0100
59045.32000,3.2,1.101014,0.0100
59045.32000,3.3,1.090087,0.0100
59045.32000,3.4,1.097298,0.0100
59045.32000,3.5,1.090766,0.0100
59045.32000,3.6,1.090780,0.0100
59045.32000,3.7,1.099866,0.0100
59045.32000,3.8,1.085322,0.0100
59045.32000,3.9,1.091444,0.0100
59045.32000,4.0,1.085860,0.0100
59045.32000,4.1,1.086138,0.0100
59045.32000,4.2,1.087391,0.0100
59045.32000,4.3,1.092704,0.0100
59045.32000,4.4,1.085695,0.0100
59045.32000,4.5,1.103040,0.0100
59045.32000,4.6,1.081537,0.0100
59045.32000,4.7,1.088614,0.0100
59045.32000,4.8,1.086085,0.0100
59045.32000,4.9,1.104952,0.0100
59045.32000,5.0,1.092448,0.0100
59045.32000,5.1,1.100801,0.0100
59045.32000,5.2,1.075627,0.0100
59045.32000,5.3,1.093153,0.0100
59045.32000,5.4,1.099379,0.0100
59045.32000,5.5,1.091306,0.0100
59045.32000,5.6,1.101138,0.0100
59045.32000,5.7,1.085310,0.0100
59045.32000,5.8,1.104576,0.0100
59045.32000,5.9,1.113472,0.0100
59045.32000,6.0,1.086854,0.0100
59045.32000,6.1,1.086028,0.0100
59045.32000,6.2,1.105017,0.0100
59045.32000,6.3,1.106278,0.0100
59045.32000,6.4,1.085254,0.0100
59045.32000,6.5,1.086281,0.0100
59045.32000,6.6,1.087665,0.0100
59045.32000,6.7,1.077038,0.0100
59045.32000,6.8,1.081296,0.0100
59045.32000,6.9,1.080441,0.0100
59045.32000,7.0,1.082805,0.0100
59045.32000,7.1,1.090136,0.0100
59045.32000,7.2,1.092825,0.0100
59045.32000,7.3,1.105988,0.0100
59045.32000,7.4,1.080499,0.0100
59045.32000,7.5,1.100326,0.0100
59045.32000,7.6,1.088343,0.0100
59045.32000,7.7,1.089988,0.0100
59045.32000,7.8,1.097231,0.0100
59045.32000,7.9,1.079255,0.0100
59045.32000,8.0,1.094307,0.0100
59045.32000,8.1,1.092147,0.0100
59045.32000,8.2,1.095407,0.0100
59045.32000,8.3,1.093374,0.0100
59045.32000,8.4,1.115036,0.0100
59045.32000,8.5,1.084105,0.0100
59045.32000,8.6,1.085173,0.0100
59045.32000,8.7,1.084251,0.0100
59045.32000,8.8,1.084928,0.0100
59045.32000,8.9,1.084109,0.0100
59045.32000,9.0,1.102373,0.0100
59045.32000,9.1,1.104688,0.0100
59045.32000,9.2,1.084775,0.0100
59045.32000,9.3,1.082159,0.0100
59045.32000,9.4,1.095197,0.0100
59045.32000,9.5,1.084960,0.0100
59045.32000,9.6,1.096812,0.0100
59045.32000,9.7,1.092512,0.0100
59045.32000,9.8,1.075325,0.0100
59045.32000,9.9,1.105958,0.0100
59045.32000,10.0,1.108441,0.0100
59045.36000,0.5,1.070923,0.0100
59045.36000,0.6,1.073174,0.0100
59045.36000,0.7,1.079910,0.0100
59045.36000,0.8,1.080396,0.0100
59045.36000,0.9,1.083637,0.0100
59045.36000,1.0,1.097153,0.0100
59045.36000,1.1,1.075282,0.0100
59045.36000,1.2,1.069068,0.0100
59045.36000,1.3,1.063258,0.0100
59045.36000,1.4,1.069742,0.0100
59045.36000,1.5,1.076720,0.0100
59045.36000,1.6,1.094997,0.0100
59045.36000,1.7,1.071875,0.0100
59045.36000,1.8,1.079289,0.0100
59045.36000,1.9,1.076887,0.0100
59045.36000,2.0,1.088935,0.0100
59045.36000,2.1,1.102321,0.0100
59045.36000,2.2,1.071743,0.0100
59045.36000,2.3,1.072157,0.0100
59045.36000,2.4,1.087493,0.0100
59045.36000,2.5,1.083870,0.0100
59045.36000,2.6,1.095518,0.0100
59045.36000,2.7,1.082891,0.0100
59045.36000,2.8,1.073458,0.0100
59045.36000,2.9,1.082958,0.0100
59045.36000,3.0,1.088138,0.0100
59045.36000,3.1,1.085256,0.0100
59045.36000,3.2,1.082124,0.0100
59045.36000,3.3,1.087718,0.0100
59045.36000,3.4,1.088744,0.0100
59045.36000,3.5,1.090873,0.0100
59045.36000,3.6,1.083538,0.0100
59045.36000,3.7,1.075380,0.0100
59045.36000,3.8,1.078518,0.0100
59045.36000,3.9,1.089116,0.0100
59045.36000,4.0,1.068882,0.0100
59045.36000,4.1,1.080738,0.0100
59045.36000,4.2,1.073118,0.0100
59045.36000,4.3,1.077339,0.0100
59045.36000,4.4,1.089836,0.0100
59045.36000,4.5,1.078962,0.0100
59045.36000,4.6,1.077516,0.0100
59045.36000,4.7,1.063453,0.0100
59045.36000,4.8,1.084514,0.0100
59045.36000,4.9,1.083506,0.0100
59045.36000,5.0,1.098684,0.0100
59045.36000,5.1,1.073974,0.0100
59045.36000,5.2,1.079243,0.0100
59045.36000,5.3,1.079545,0.0100
59045.36000,5.4,1.092826,0.0100
59045.36000,5.5,1.076098,0.0100
59045.36000,5.6,1.079842,0.0100
59045.36000,5.7,1.083130,0.0100
59045.36000,5.8,1.078917,0.0100
59045.36000,5.9,1.072587,0.0100
59045.36000,6.0,1.078992,0.0100
59045.36000,6.1,1.087788,0.0100
59045.36000,6.2,1.066786,0.0100
59045.36000,6.3,1.078381,0.0100
59045.36000,6.4,1.070050,0.0100
59045.36000,6.5,1.089002,0.0100
59045.36000,6.6,1.061819,0.0100
59045.36000,6.7,1.071462,0.0100
59045.36000,6.8,1.080823,0.0100
59045.36000,6.9,1.092707,0.0100
59045.36000,7.0,1.076394,0.0100
59045.36000,7.1,1.071499,0.0100
59045.36000,7.2,1.095863,0.0100
59045.36000,7.3,1.062571,0.0100
59045.36000,7.4,1.055063,0.0100
59045.36000,7.5,1.081451,0.0100
59045.36000,7.6,1.072031,0.0100
59045.36000,7.7,1.066839,0.0100
59045.36000,7.8,1.084135,0.0100
59045.36000,7.9,1.079489,0.0100
59045.36000,8.0,1.071411,0.0100
59045.36000,8.1,1.064248,0.0100
59045.36000,8.2,1.085776,0.0100
59045.36000,8.3,1.083553,0.0100
59045.36000,8.4,1.076060,0.0100
59045.36000,8.5,1.095518,0.0100
59045.36000,8.6,1.066350,0.0100
59045.36000,8.7,1.061796,0.0100
59045.36000,8.8,1.070132,0.0100
59045.36000,8.9,1.076595,0.0100
59045.36000,9.0,1.079485,0.0100
59045.36000,9.1,1.074639,0.0100
59045.36000,9.2,1.080572,0.0100
59045.36000,9.3,1.064536,0.0100
59045.36000,9.4,1.091489,0.0100
59045.36000,9.5,1.076230,0.0100
59045.36000,9.6,1.088224,0.0100
59045.36000,9.7,1.080479,0.0100
59045.36000,9.8,1.081619,0.0100
59045.36000,9.9,1.082749,0.0100
59045.36000,10.0,1.081528,0.0100
59045.40000,0.5,1.065206,0.0100
59045.40000,0.6,1.072070,0.0100
59045.40000,0.7,1.060744,0.0100
59045.40000,0.8,1.065869,0.0100
59045.40000,0.9,1.057881,0.0100
59045.40000,1.0,1.073180,0.0100
59045.40000,1.1,1.052015,0.0100
59045.40000,1.2,1.076788,0.0100
59045.40000,1.3,1.058377,0.0100
59045.40000,1.4,1.044471,0.0100
59045.40000,1.5,1.060060,0.0100
59045.40000,1.6,1.051968,0.0100
59045.40000,1.7,1.067185,0.0100
59045.40000,1.8,1.052252,0.0100
59045.40000,1.9,1.054317,0.0100
59045.40000,2.0,1.039883,0.0100
59045.40000,2.1,1.054255,0.0100
59045.40000,2.2,1.034540,0.0100
59045.40000,2.3,1.042939,0.0100
59045.40000,2.4,1.066383,0.0100
59045.40000,2.5,1.066637,0.0100
59045.40000,2.6,1.063033,0.0100
59045.40000,2.7,1.049109,0.0100
59045.40000,2.8,1.058301,0.0100
59045.40000,2.9,1.058742,0.0100
59045.40000,3.0,1.047195,0.0100
59045.40000,3.1,1.073813,0.0100
59045.40000,3.2,1.067552,0.0100
59045.40000,3.3,1.056569,0.0100
59045.40000,3.4,1.059047,0.0100
59045.40000,3.5,1.060862,0.0100
59045.40000,3.6,1.038361,0.0100
59045.40000,3.7,1.056307,0.0100
59045.40000,3.8,1.051959,0.0100
59045.40000,3.9,1.048762,0.0100
59045.40000,4.0,1.055968,0.0100
59045.40000,4.1,1.076755,0.0100
59045.40000,4.2,1.065187,0.0100
59045.40000,4.3,1.053067,0.0100
59045.40000,4.4,1.064504,0.0100
59045.40000,4.5,1.072772,0.0100
59045.40000,4.6,1.068025,0.0100
59045.40000,4.7,1.059375,0.0100
59045.40000,4.8,1.052309,0.0100
59045.40000,4.9,1.065761,0.0100
59045.40000,5.0,1.062713,0.0100
59045.40000,5.1,1.067730,0.0100
59045.40000,5.2,1.065130,0.0100
59045.40000,5.3,1.069274,0.0100
59045.40000,5.4,1.053426,0.0100
59045.40000,5.5,1.071952,0.0100
59045.40000,5.6,1.060755,0.0100
59045.40000,5.7,1.079531,0.0100
59045.40000,5.8,1.051887,0.0100
59045.40000,5.9,1.076138,0.0100
59045.40000,6.0,1.060758,0.0100
59045.40000,6.1,1.052264,0.0100
59045.40000,6.2,1.053940,0.0100
59045.40000,6.3,1.055575,0.0100
59045.40000,6.4,1.063020,0.0100
59045.40000,6.5,1.064007,0.0100
59045.40000,6.6,1.053042,0.0100
59045.40000,6.7,1.058535,0.0100
59045.40000,6.8,1.080201,0.0100
59045.40000,6.9,1.076054,0.0100
59045.40000,7.0,1.063142,0.0100
59045.40000,7.1,1.059159,0.0100
59045.40000,7.2,1.059979,0.0100
59045.40000,7.3,1.064914,0.0100
59045.40000,7.4,1.048551,0.0100
59045.40000,7.5,1.056205,0.0100
59045.40000,7.6,1.042093,0.0100
59045.40000,7.7,1.062771,0.0100
59045.40000,7.8,1.065250,0.0100
59045.40000,7.9,1.053947,0.0100
59045.40000,8.0,1.074518,0.0100
59045.40000,8.1,1.046521,0.0100
59045.40000,8.2,1.044135,0.0100
59045.40000,8.3,1.061023,0.0100
59045.40000,8.4,1.069250,0.0100
59045.40000,8.5,1.075618,0.0100
59045.40000,8.6,1.054190,0.0100
59045.40000,8.7,1.069565,0.0100
59045.40000,8.8,1.058393,0.0100
59045.40000,8.9,1.057052,0.0100
59045.40000,9.0,1.067615,0.0100
59045.40000,9.1,1.065302,0.0100
59045.40000,9.2,1.043015,0.0100
59045.40000,9.3,1.073544,0.0100
59045.40000,9.4,1.072579,0.0100
59045.40000,9.5,1.052523,0.0100
59045.40000,9.6,1.062737,0.0100
59045.40000,9.7,1.063719,0.0100
59045.40000,9.8,1.061385,0.0100
59045.40000,9.9,1.053275,0.0100
59045.40000,10.0,1.052062,0.0100
59045.44000,0.5,1.036557,0.0100
59045.44000,0.6,1.048540,0.0100
59045.44000,0.7,1.042248,0.0100
59045.44000,0.8,1.033106,0.0100
59045.44000,0.9,1.044529,0.0100
59045.44000,1.0,1.008327,0.0100
59045.44000,1.1,1.048300,0.0100
59045.44000,1.2,1.019415,0.0100
59045.44000,1.3,1.033188,0.0100
59045.44000,1.4,1.025616,0.0100
59045.44000,1.5,1.023866,0.0100
59045.44000,1.6,1.048421,0.0100
59045.44000,1.7,1.032135,0.0100
59045.44000,1.8,1.040277,0.0100
59045.44000,1.9,1.036343,0.0100
59045.44000,2.0,1.041583,0.0100
59045.44000,2.1,1.037581,0.0100
59045.44000,2.2,1.023983,0.0100
59045.44000,2.3,1.046775,0.0100
59045.44000,2.4,1.031875,0.0100
59045.44000,2.5,1.021247,0.0100
59045.44000,2.6,1.032531,0.0100
59045.44000,2.7,1.051820,0.0100
59045.44000,2.8,1.045315,0.0100
59045.44000,2.9,1.033326,0.0100
59045.44000,3.0,1.033320,0.0100
59045.44000,3.1,1.033596,0.0100
59045.44000,3.2,1.057580,0.0100
59045.44000,3.3,1.040632,0.0100
59045.44000,3.4,1.041113,0.0100
59045.44000,3.5,1.047115,0.0100
59045.44000,3.6,1.039200,0.0100
59045.44000,3.7,1.034222,0.0100
59045.44000,3.8,1.034849,0.0100
59045.44000,3.9,1.036096,0.0100
59045.44000,4.0,1.036440,0.0100
59045.44000,4.1,1.044089,0.0100
59045.44000,4.2,1.037332,0.0100
59045.44000,4.3,1.044139,0.0100
59045.44000,4.4,1.036005,0.0100
59045.44000,4.5,1.037599,0.0100
59045.44000,4.6,1.016830,0.0100
59045.44000,4.7,1.045976,0.0100
59045.44000,4.8,1.040277,0.0100
59045.44000,4.9,1.046793,0.0100
59045.44000,5.0,1.007850,0.0100
59045.44000,5.1,1.057696,0.0100
59045.44000,5.2,1.035417,0.0100
59045.44000,5.3,1.047894,0.0100
59045.44000,5.4,1.026413,0.0100
59045.44000,5.5,1.042940,0.0100
59045.44000,5.6,1.026278,0.0100
59045.44000,5.7,1.030575,0.0100
59045.44000,5.8,1.055953,0.0100
59045.44000,5.9,1.034906,0.0100
59045.44000,6.0,1.038987,0.0100
59045.44000,6.1,1.045513,0.0100
59045.44000,6.2,1.041769,0.0100
59045.44000,6.3,1.038317,0.0100
59045.44000,6.4,1.040462,0.0100
59045.44000,6.5,1.060847,0.0100
59045.44000,6.6,1.036236,0.0100
59045.44000,6.7,1.038823,0.0100
59045.44000,6.8,1.047319,0.0100
59045.44000,6.9,1.047868,0.0100
59045.44000,7.0,1.048683,0.0100
59045.44000,7.1,1.043200,0.0100
59045.44000,7.2,1.025382,0.0100
59045.44000,7.3,1.053147,0.0100
59045.44000,7.4,1.025349,0.0100
59045.44000,7.5,1.039839,0.0100
59045.44000,7.6,1.029270,0.0100
59045.44000,7.7,1.036171,0.0100
59045.44000,7.8,1.040100,0.0100
59045.44000,7.9,1.040026,0.0100
59045.44000,8.0,1.041032,0.0100
59045.44000,8.1,1.052950,0.0100
59045.44000,8.2,1.041348,0.0100
59045.44000,8.3,1.034371,0.0100
59045.44000,8.4,1.046453,0.0100
59045.44000,8.5,1.048707,0.0100
59045.44000,8.6,1.024536,0.0100
59045.44000,8.7,1.042786,0.0100
59045.44000,8.8,1.043824,0.0100
59045.44000,8.9,1.033837,0.0100
59045.44000,9.0,1.050570,0.0100
59045.44000,9.1,1.035312,0.0100
59045.44000,9.2,1.038068,0.0100
59045.44000,9.3,1.035082,0.0100
59045.44000,9.4,1.036968,0.0100
59045.44000,9.5,1.025850,0.0100
59045.44000,9.6,1.022412,0.0100
59045.44000,9.7,1.052758,0.0100
59045.44000,9.8,1.028343,0.0100
59045.44000,9.9,1.026899,0.0100
59045.44000,10.0,1.015279,0.0100
59045.48000,0.5,1.006144,0.0100
59045.48000,0.6,0.999302,0.0100
59045.48000,0.7,1.028953,0.0100
59045.48000,0.8,1.022631,0.0100
59045.48000,0.9,1.005652,0.0100
59045.48000,1.0,1.035058,0.0100
59045.48000,1.1,1.022351,0.0100
59045.48000,1.2,1.009285,0.0100
59045.48000,1.3,0.987539,0.0100
59045.48000,1.4,1.035443,0.0100
59045.48000,1.5,0.998638,0.0100
59045.48000,1.6,0.996079,0.0100
59045.48000,1.7,1.022759,0.0100
59045.48000,1.8,1.036931,0.0100
59045.48000,1.9,1.026376,0.0100
59045.48000,2.0,1.018172,0.0100
59045.48000,2.1,1.018481,0.0100
59045.48000,2.2,1.021067,0.0100
59045.48000,2.3,1.020123,0.0100
59045.48000,2.4,1.015345,0.0100
59045.48000,2.5,1.013575,0.0100
59045.48000,2.6,1.011907,0.0100
59045.48000,2.7,1.004994,0.0100
59045.48000,2.8,1.009727,0.0100
59045.48000,2.9,0.995604,0.0100
59045.48000,3.0,1.011550,0.0100
59045.48000,3.1,1.002647,0.0100
59045.48000,3.2,1.001497,0.0100
59045.48000,3.3,1.014332,0.0100
59045.48000,3.4,1.026453,0.0100
59045.48000,3.5,1.021716,0.0100
59045.48000,3.6,0.996828,0.0100
59045.48000,3.7,1.002637,0.0100
59045.48000,3.8,1.021941,0.0100
59045.48000,3.9,1.002708,0.0100
59045.48000,4.0,1.010287,0.0100
59045.48000,4.1,1.018034,0.0100
59045.48000,4.2,1.002850,0.0100
59045.48000,4.3,1.013587,0.0100
59045.48000,4.4,0.999193,0.0100
59045.48000,4.5,1.006520,0.0100
59045.48000,4.6,1.015731,0.0100
59045.48000,4.7,0.996603,0.0100
59045.48000,4.8,1.016938,0.0100
59045.48000,4.9,1.012337,0.0100
59045.48000,5.0,1.018058,0.0100
59045.48000,5.1,1.014772,0.0100
59045.48000,5.2,1.026175,0.0100
59045.48000,5.3,1.013786,0.0100
59045.48000,5.4,1.008239,0.0100
59045.48000,5.5,1.013756,0.0100
59045.48000,5.6,1.017966,0.0100
59045.48000,5.7,1.013022,0.0100
59045.48000,5.8,1.012939,0.0100
59045.48000,5.9,1.005513,0.0100
59045.48000,6.0,1.005904,0.0100
59045.48000,6.1,0.998507,0.0100
59045.48000,6.2,1.030029,0.0100
59045.48000,6.3,1.000095,0.0100
59045.48000,6.4,1.005604,0.0100
59045.48000,6.5,1.005349,0.0100
59045.48000,6.6,1.021483,0.0100
59045.48000,6.7,1.009584,0.0100
59045.48000,6.8,1.025011,0.0100
59045.48000,6.9,1.005798,0.0100
59045.48000,7.0,1.015323,0.0100
59045.48000,7.1,1.004180,0.0100
59045.48000,7.2,1.033985,0.0100
59045.48000,7.3,1.000657,0.0100
59045.48000,7.4,1.015632,0.0100
59045.48000,7.5,1.018871,0.0100
59045.48000,7.6,1.016671,0.0100
59045.48000,7.7,1.010680,0.0100
59045.48000,7.8,1.011235,0.0100
59045.48000,7.9,1.012971,0.0100
59045.48000,8.0,1.011063,0.0100
59045.48000,8.1,1.022172,0.0100
59045.48000,8.2,1.034639,0.0100
59045.48000,8.3,1.006958,0.0100
59045.48000,8.4,0.998835,0.0100
59045.48000,8.5,1.011651,0.0100
59045.48000,8.6,1.038330,0.0100
59045.48000,8.7,1.004497,0.0100
59045.48000,8.8,1.028924,0.0100
59045.48000,8.9,1.029310,0.0100
59045.48000,9.0,1.006997,0.0100
59045.48000,9.1,1.018223,0.0100
59045.48000,9.2,1.028817,0.0100
59045.48000,9.3,1.008742,0.0100
59045.48000,9.4,1.010498,0.0100
59045.48000,9.5,1.006717,0.0100
59045.48000,9.6,1.002386,0.0100
59045.48000,9.7,1.006041,0.0100
59045.48000,9.8,1.000294,0.0100
59045.48000,9.9,1.012874,0.0100
59045.48000,10.0,1.004834,0.0100
59045.52000,0.5,0.989805,0.0100
59045.52000,0.6,0.971908,0.0100
59045.52000,0.7,0.990775,0.0100
59045.52000,0.8,0.995802,0.0100
59045.52000,0.9,0.967529,0.0100
59045.52000,1.0,0.991207,0.0100
59045.52000,1.1,0.999743,0.0100
59045.52000,1.2,0.975370,0.0100
59045.52000,1.3,1.004192,0.0100
59045.52000,1.4,0.991657,0.0100
59045.52000,1.5,0.980417,0.0100
59045.52000,1.6,0.986909,0.0100
59045.52000,1.7,0.993050,0.0100
59045.52000,1.8,0.988227,0.0100
59045.52000,1.9,0.992854,0.0100
59045.52000,2.0,0.978260,0.0100
59045.52000,2.1,0.989160,0.0100
59045.52000,2.2,0.973330,0.0100
59045.52000,2.3,0.986354,0.0100
59045.52000,2.4,0.978428,0.0100
59045.52000,2.5,0.980111,0.0100
59045.52000,2.6,0.999828,0.0100
59045.52000,2.7,0.998380,0.0100
59045.52000,2.8,0.993558,0.0100
59045.52000,2.9,0.976544,0.0100
59045.52000,3.0,0.984303,0.0100
59045.52000,3.1,0.999598,0.0100
59045.52000,3.2,0.988884,0.0100
59045.52000,3.3,1.010660,0.0100
59045.52000,3.4,0.991400,0.0100
59045.52000,3.5,0.989387,0.0100
59045.52000,3.6,0.984376,0.0100
59045.52000,3.7,0.988802,0.0100
59045.52000,3.8,0.985942,0.0100
59045.52000,3.9,0.994548,0.0100
59045.52000,4.0,0.997034,0.0100
59045.52000,4.1,0.979607,0.0100
59045.52000,4.2,0.974154,0.0100
59045.52000,4.3,0.969105,0.0100
59045.52000,4.4,0.992547,0.0100
59045.52000,4.5,0.976433,0.0100
59045.52000,4.6,0.965938,0.0100
59045.52000,4.7,0.991352,0.0100
59045.52000,4.8,1.012397,0.0100
59045.52000,4.9,0.987406,0.0100
59045.52000,5.0,0.995852,0.0100
59045.52000,5.1,0.988285,0.0100
59045.52000,5.2,0.986478,0.0100
59045.52000,5.3,0.996657,0.0100
59045.52000,5.4,0.984564,0.0100
59045.52000,5.5,0.990141,0.0100
59045.52000,5.6,0.990684,0.0100
59045.52000,5.7,0.980786,0.0100
59045.52000,5.8,0.997387,0.0100
59045.52000,5.9,0.985717,0.0100
59045.52000,6.0,0.979909,0.0100
59045.52000,6.1,0.992832,0.0100
59045.52000,6.2,0.978482,0.0100
59045.52000,6.3,0.987748,0.0100
59045.52000,6.4,0.987375,0.0100
59045.52000,6.5,0.998326,0.0100
59045.52000,6.6,0.992214,0.0100
59045.52000,6.7,0.987216,0.0100
59045.52000,6.8,0.995644,0.0100
59045.52000,6.9,1.001369,0.0100
59045.52000,7.0,0.993045,0.0100
59045.52000,7.1,0.987570,0.0100
59045.52000,7.2,0.974348,0.0100
59045.52000,7.3,0.976816,0.0100
59045.52000,7.4,0.984414,0.0100
59045.52000,7.5,0.981372,0.0100
59045.52000,7.6,0.985597,0.0100
59045.52000,7.7,0.988033,0.0100
59045.52000,7.8,0.992764,0.0100
59045.52000,7.9,0.986762,0.0100
59045.52000,8.0,0.992332,0.0100
59045.52000,8.1,0.988111,0.0100
59045.52000,8.2,0.967712,0.0100
59045.52000,8.3,0.978073,0.0100
59045.52000,8.4,0.986026,0.0100
59045.52000,8.5,0.975370,0.0100
59045.52000,8.6,0.993466,0.0100
59045.52000,8.7,1.002774,0.0100
59045.52000,8.8,0.999654,0.0100
59045.52000,8.9,0.985332,0.0100
59045.52000,9.0,1.002374,0.0100
59045.52000,9.1,0.988953,0.0100
59045.52000,9.2,0.984096,0.0100
59045.52000,9.3,0.981333,0.0100
59045.52000,9.4,0.984442,0.0100
59045.52000,9.5,0.983585,0.0100
59045.52000,9.6,0.989171,0.0100
59045.52000,9.7,0.989072,0.0100
59045.52000,9.8,0.987497,0.0100
59045.52000,9.9,0.991836,0.0100
59045.52000,10.0,0.999373,0.0100
59045.56000,0.5,0.972683,0.0100
59045.56000,0.6,0.948339,0.0100
59045.56000,0.7,0.937648,0.0100
59045.56000,0.8,0.972531,0.0100
59045.56000,0.9,0.949519,0.0100
59045.56000,1.0,0.960940,0.0100
59045.56000,1.1,0.951486,0.0100
59045.56000,1.2,0.945168,0.0100
59045.56000,1.3,0.968602,0.0100
59045.56000,1.4,0.970779,0.0100
59045.56000,1.5,0.957422,0.0100
59045.56000,1.6,0.937277,0.0100
59045.56000,1.7,0.957725,0.0100
59045.56000,1.8,0.967106,0.0100
59045.56000,1.9,0.948398,0.0100
59045.56000,2.0,0.965021,0.0100
59045.56000,2.1,0.963034,0.0100
59045.56000,2.2,0.968980,0.0100
59045.56000,2.3,0.964383,0.0100
59045.56000,2.4,0.953457,0.0100
59045.56000,2.5,0.975153,0.0100
59045.56000,2.6,0.961602,0.0100
59045.56000,2.7,0.962914,0.0100
59045.56000,2.8,0.953855,0.0100
59045.56000,2.9,0.958755,0.0100
59045.56000,3.0,0.954340,0.0100
59045.56000,3.1,0.961458,0.0100
59045.56000,3.2,0.980305,0.0100
59045.56000,3.3,0.949469,0.0100
59045.56000,3.4,0.947052,0.0100
59045.56000,3.5,0.977899,0.0100
59045.56000,3.6,0.961094,0.0100
59045.56000,3.7,0.956497,0.0100
59045.56000,3.8,0.973587,0.0100
59045.56000,3.9,0.957131,0.0100
59045.56000,4.0,0.981448,0.0100
59045.56000,4.1,0.969967,0.0100
59045.56000,4.2,0.958308,0.0100
59045.56000,4.3,0.984761,0.0100
59045.56000,4.4,0.957130,0.0100
59045.56000,4.5,0.970608,0.0100
59045.56000,4.6,0.966180,0.0100
59045.56000,4.7,0.976205,0.0100
59045.56000,4.8,0.978803,0.0100
59045.56000,4.9,0.963508,0.0100
59045.56000,5.0,0.955653,0.0100
59045.56000,5.1,0.967787,0.0100
59045.56000,5.2,0.956410,0.0100
59045.56000,5.3,0.983321,0.0100
59045.56000,5.4,0.964553,0.0100
59045.56000,5.5,0.959534,0.0100
59045.56000,5.6,0.965034,0.0100
59045.56000,5.7,0.949716,0.0100
